Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Mouse	mmu_circOsbpl8_001	mm10	chr10:111204734-111204840	+	106	NM_175489	Osbpl8	ENSMUSG00000020189	2	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_3114
Condition-independent	Mouse	mmu_circCnot2_001	mm10	chr10:116517316-116549105	-	321	NM_001359250	Cnot2	ENSMUSG00000020166	1	3: RPF,cORF,m6A	circAtlas:mmu-Cnot2_0021,circBase:mmu_circ_0001980,CIRCpedia:MMU_CIRCpedia_4099
Condition-independent	Mouse	mmu_circCnot2_002	mm10	chr10:116517316-116549175	-	391	NM_028082	Cnot2	ENSMUSG00000020166	3	2: RPF,cORF	circAtlas:mmu-Cnot2_0008,circBase:mmu_circ_0000212,CIRCpedia:MMU_CIRCpedia_4100
Condition-independent	Mouse	mmu_circCpsf6_001	mm10	chr10:117355934-117356124	-	190	NM_001013391	Cpsf6	ENSMUSG00000055531	1	2: RPF,cORF	circBase:mmu_circ_0001987,CIRCpedia:MMU_CIRCpedia_4237
Condition-independent	Mouse	mmu_circMdm2_001	mm10	chr10:117692581-117695068	-	320	NM_001288586	Mdm2	ENSMUSG00000020184	1	3: RPF,cORF,m6A	circAtlas:mmu-Mdm2_0005,circBase:mmu_circ_0001990,CIRCpedia:MMU_CIRCpedia_4322
Condition-independent	Mouse	mmu_circMsrb3_001	mm10	chr10:120849975-120852092	-	187	NM_177092	Msrb3	ENSMUSG00000051236	1	2: RPF,cORF	circAtlas:mmu-Msrb3_0005
Condition-independent	Mouse	mmu_circTafa2_001	mm10	chr10:123593493-123593600	+	107	NM_001252387	Tafa2	ENSMUSG00000044071	1	2: RPF,cORF	circBase:mmu_circ_0002034,CIRCpedia:MMU_CIRCpedia_6150
Condition-independent	Mouse	mmu_circSec14l2_001	mm10	chr11:4108496-4111937	-	934	NM_144520	Sec14l2	ENSMUSG00000003585	1	2: RPF,cORF	circAtlas:mmu-Sec14l2_0006,CIRCpedia:MMU_CIRCpedia_220465
Condition-independent	Mouse	mmu_circGck_001	mm10	chr11:5910277-5911024	-	318	NM_010292	Gck	ENSMUSG00000041798	1	2: RPF,cORF	circAtlas:mmu-Gck_0002,CIRCpedia:MMU_CIRCpedia_38871
Condition-independent	Mouse	mmu_circOgdh_001	mm10	chr11:6296951-6317080	+	543	NM_001252287	Ogdh	ENSMUSG00000020456	1	3: RPF,cORF,m6A	circAtlas:mmu-Ogdh_0003,CIRCpedia:MMU_CIRCpedia_25437,TSCD:chr11:6296951-6317080
Condition-independent	Mouse	mmu_circTns3_001	mm10	chr11:8478224-8479665	-	360	NM_001083587	Tns3	ENSMUSG00000020422	2	3: RPF,cORF,m6A	circAtlas:mmu-Tns3_0005,circBase:mmu_circ_0000233,CIRCpedia:MMU_CIRCpedia_31802
Condition-independent	Mouse	mmu_circTns3_002	mm10	chr11:8518198-8519570	-	301	NM_001083587	Tns3	ENSMUSG00000020422	2	3: RPF,cORF,m6A	circAtlas:mmu-Tns3_0001,circBase:mmu_circ_0000234,CIRCpedia:MMU_CIRCpedia_31996
Condition-independent	Mouse	mmu_circIkzf1_001	mm10	chr11:11700204-11707904	+	174	NM_001301868	Ikzf1	ENSMUSG00000018654	4	2: RPF,cORF	circAtlas:mmu-Ikzf1_0001,circBase:mmu_circ_0002776,CIRCpedia:MMU_CIRCpedia_38106
Condition-independent	Mouse	mmu_circIkzf1_002	mm10	chr11:11700204-11761353	+	477	NM_001301866	Ikzf1	ENSMUSG00000018654	3	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ikzf1_0004
Condition-independent	Mouse	mmu_circEgfr_001	mm10	chr11:16881463-16883613	+	249	NM_207655	Egfr	ENSMUSG00000020122	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Egfr_0006,circBase:mmu_circ_0002861,CIRCpedia:MMU_CIRCpedia_11747,TSCD:chr11:16881463-16883613
Condition-independent	Mouse	mmu_circUgp2_001	mm10	chr11:21353348-21354406	-	236	NM_001290634	Ugp2	ENSMUSG00000001891	1	3: RPF,cORF,m6A	circAtlas:mmu-Ugp2_0001,CIRCpedia:MMU_CIRCpedia_13221
Condition-independent	Mouse	mmu_circCommd1_001	mm10	chr11:22956410-22956692	-	282	NM_144514	Commd1	ENSMUSG00000051355	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Commd1_0002,CIRCpedia:MMU_CIRCpedia_13641
Condition-independent	Mouse	mmu_circCct4_001	mm10	chr11:22993266-22996457	+	286	NM_009837	Cct4	ENSMUSG00000007739	1	2: RPF,cORF	circAtlas:mmu-Cct4_0021
Condition-independent	Mouse	mmu_circXpo1_001	mm10	chr11:23291462-23294692	+	561	NM_001035226	Xpo1	ENSMUSG00000020290	1	3: RPF,cORF,m6A	circAtlas:mmu-Xpo1_0024
Condition-independent	Mouse	mmu_circSptbn1_001	mm10	chr11:30219578-30219772	-	194	NM_175836	Sptbn1	ENSMUSG00000020315	4	3: RPF,cORF,m6A	circAtlas:mmu-Sptbn1_0002,circBase:mmu_circ_0002964,CIRCpedia:MMU_CIRCpedia_15745
Condition-independent	Mouse	mmu_circStk10_001	mm10	chr11:32587312-32589491	+	350	NM_009288	Stk10	ENSMUSG00000020272	1	3: RPF,cORF,m6A	circAtlas:mmu-Stk10_0002,CIRCpedia:MMU_CIRCpedia_16559
Condition-independent	Mouse	mmu_circCyfip2_001	mm10	chr11:46276778-46284258	-	510	NM_001252460	Cyfip2	ENSMUSG00000020340	1	3: RPF,cORF,m6A	circAtlas:mmu-Cyfip2_0032,CIRCpedia:MMU_CIRCpedia_221779
Condition-independent	Mouse	mmu_circHnrnph1_001	mm10	chr11:50378290-50382715	+	316	NM_001362527	Hnrnph1	ENSMUSG00000007850	1	2: RPF,cORF	circAtlas:mmu-Hnrnph1_0024
Condition-independent	Mouse	mmu_circHnrnpab_001	mm10	chr11:51601749-51601890	-	141	NM_001048061	Hnrnpab	ENSMUSG00000020358	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Hnrnpab_0001,CIRCpedia:MMU_CIRCpedia_22113
Condition-independent	Mouse	mmu_circHnrnpab_002	mm10	chr11:51604399-51604817	-	291	NM_010448	Hnrnpab	ENSMUSG00000020358	1	3: RPF,cORF,m6A	circAtlas:mmu-Hnrnpab_0005
Condition-independent	Mouse	mmu_circRad50_001	mm10	chr11:53652233-53652367	-	134	NM_009012	Rad50	ENSMUSG00000020380	1	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_22715
Condition-independent	Mouse	mmu_circAnxa6_001	mm10	chr11:54991390-55005841	-	1083	NM_013472	Anxa6	ENSMUSG00000018340	1	3: RPF,cORF,m6A	circAtlas:mmu-Anxa6_0015
Condition-independent	Mouse	mmu_circG3bp1_001	mm10	chr11:55485625-55485738	+	113	NM_013716	G3bp1	ENSMUSG00000018583	1	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_212069
Condition-independent	Mouse	mmu_circSnap47_001	mm10	chr11:59421524-59428813	-	598	NM_144521	Snap47	ENSMUSG00000009894	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Snap47_0005,circBase:mmu_circ_0003154,CIRCpedia:MMU_CIRCpedia_24491
Condition-independent	Mouse	mmu_circFlii_001	mm10	chr11:60715665-60725268	-	3210	NM_022009	Flii	ENSMUSG00000002812	1	3: RPF,cORF,m6A	circAtlas:mmu-Flii_0019
Condition-independent	Mouse	mmu_circSpecc1_001	mm10	chr11:62146305-62161910	+	586	NM_001281818	Specc1	ENSMUSG00000042331	1	3: RPF,cORF,m6A	circAtlas:mmu-Specc1_0005,circBase:mmu_circ_0000271,CIRCpedia:MMU_CIRCpedia_25187
Condition-independent	Mouse	mmu_circNcor1_001	mm10	chr11:62433562-62438515	-	315	NM_177229	Ncor1	ENSMUSG00000018501	1	2: RPF,cORF	circAtlas:mmu-Ncor1_0001,circBase:mmu_circ_0003216,CIRCpedia:MMU_CIRCpedia_25291,TSCD:chr11:62433562-62438515
Condition-independent	Mouse	mmu_circGas7_001	mm10	chr11:67603107-67643366	+	288	NM_001277079	Gas7	ENSMUSG00000033066	1	3: RPF,cORF,m6A	circAtlas:mmu-Gas7_0001
Condition-independent	Mouse	mmu_circFxr2_001	mm10	chr11:69649727-69651723	+	825	NM_011814	Fxr2	ENSMUSG00000018765	2	3: RPF,cORF,m6A	circAtlas:mmu-Fxr2_0005,circBase:mmu_circ_0000277,CIRCpedia:MMU_CIRCpedia_27231
Condition-independent	Mouse	mmu_circUbe2g1_001	mm10	chr11:72663070-72673057	+	201	NM_025985	Ube2g1	ENSMUSG00000020794	1	3: RPF,cORF,m6A	circAtlas:mmu-Ube2g1_0010,circBase:mmu_circ_0003329,CIRCpedia:MMU_CIRCpedia_28123
Condition-independent	Mouse	mmu_circAtp2a3_001	mm10	chr11:72972402-72972541	+	139	NM_016745	Atp2a3	ENSMUSG00000020788	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Atp2a3_0005
Condition-independent	Mouse	mmu_circPafah1b1_001	mm10	chr11:74699310-74699520	-	210	NR_037610	Pafah1b1	ENSMUSG00000020745	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Pafah1b1_0003
Condition-independent	Mouse	mmu_circTaf15_001	mm10	chr11:83481933-83485079	+	280	NM_027427	Taf15	ENSMUSG00000020680	1	3: RPF,cORF,m6A	circAtlas:mmu-Taf15_0001,CIRCpedia:MMU_CIRCpedia_31305
Condition-independent	Mouse	mmu_circTaf15_002	mm10	chr11:83484650-83487413	+	431	NM_027427	Taf15	ENSMUSG00000020680	1	3: RPF,cORF,m6A	circAtlas:mmu-Taf15_0015,circBase:mmu_circ_0003452,CIRCpedia:MMU_CIRCpedia_31307
Condition-independent	Mouse	mmu_circTaf15_003	mm10	chr11:83501114-83505104	+	857	NM_027427	Taf15	ENSMUSG00000020680	1	3: RPF,cORF,m6A	circAtlas:mmu-Taf15_0033
Condition-independent	Mouse	mmu_circRps6kb1_001	mm10	chr11:86532771-86535460	-	240	NM_028259	Rps6kb1	ENSMUSG00000020516	1	3: RPF,cORF,m6A	circAtlas:mmu-Rps6kb1_0002,circBase:mmu_circ_0003505,CIRCpedia:MMU_CIRCpedia_32478
Condition-independent	Mouse	mmu_circSpag9_001	mm10	chr11:94043571-94048558	+	246	NM_001363157	Spag9	ENSMUSG00000020859	1	3: RPF,cORF,m6A	circAtlas:mmu-Spag9_0011,circBase:mmu_circ_0003555,CIRCpedia:MMU_CIRCpedia_34681
Condition-independent	Mouse	mmu_circCol1a1_001	mm10	chr11:94942015-94946382	+	1287	NM_007742	Col1a1	ENSMUSG00000001506	1	3: RPF,cORF,m6A	circAtlas:mmu-Col1a1_0022
Condition-independent	Mouse	mmu_circCol1a1_002	mm10	chr11:94947073-94947323	+	162	NM_007742	Col1a1	ENSMUSG00000001506	1	3: RPF,cORF,m6A	circAtlas:mmu-Col1a1_0008
Condition-independent	Mouse	mmu_circKpnb1_001	mm10	chr11:97173052-97173277	-	225	NM_008379	Kpnb1	ENSMUSG00000001440	1	3: RPF,cORF,m6A	circAtlas:mmu-Kpnb1_0002,CIRCpedia:MMU_CIRCpedia_214790
Condition-independent	Mouse	mmu_circNpepps_001	mm10	chr11:97231888-97238258	-	493	NM_008942	Npepps	ENSMUSG00000001441	1	2: RPF,cORF	circAtlas:mmu-Npepps_0008,circBase:mmu_circ_0003590,CIRCpedia:MMU_CIRCpedia_35548
Condition-independent	Mouse	mmu_circPip4k2b_001	mm10	chr11:97722361-97732755	-	648	NM_054051	Pip4k2b	ENSMUSG00000018547	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Pip4k2b_0002
Condition-independent	Mouse	mmu_circTop2a_001	mm10	chr11:99006959-99016527	-	1805	NM_011623	Top2a	ENSMUSG00000020914	1	3: RPF,cORF,m6A	circAtlas:mmu-Top2a_0032
Condition-independent	Mouse	mmu_circAtp6v0a1_001	mm10	chr11:101026659-101048525	+	1713	NM_001243051	Atp6v0a1	ENSMUSG00000019302	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Atp6v0a1_0014
Condition-independent	Mouse	mmu_circPsme3_001	mm10	chr11:101317622-101319504	+	154	NM_011192	Psme3	ENSMUSG00000078652	1	3: RPF,cORF,m6A	circAtlas:mmu-Psme3_0001,CIRCpedia:MMU_CIRCpedia_482
Condition-independent	Mouse	mmu_circKansl1_001	mm10	chr11:104368679-104378826	-	241	NM_001081045	Kansl1	ENSMUSG00000018412	1	2: RPF,cORF	circAtlas:mmu-Kansl1_0009,circBase:mmu_circ_0000330,CIRCpedia:MMU_CIRCpedia_1194
Condition-independent	Mouse	mmu_circErn1_001	mm10	chr11:106409894-106418989	-	745	NM_023913	Ern1	ENSMUSG00000020715	1	3: RPF,cORF,m6A	circAtlas:mmu-Ern1_0008,CIRCpedia:MMU_CIRCpedia_38944
Condition-independent	Mouse	mmu_circTex2_001	mm10	chr11:106566964-106568627	-	1663	NM_198292	Tex2	ENSMUSG00000040548	1	3: RPF,cORF,m6A	circAtlas:mmu-Tex2_0003,circBase:mmu_circ_0002718,CIRCpedia:MMU_CIRCpedia_1791
Condition-independent	Mouse	mmu_circApoh_001	mm10	chr11:108411994-108412192	+	198	NM_013475	Apoh	ENSMUSG00000000049	1	2: RPF,cORF	circAtlas:mmu-Apoh_0001,CIRCpedia:MMU_CIRCpedia_38951
Condition-independent	Mouse	mmu_circCep112_001	mm10	chr11:108434125-108440596	+	478	NM_029606	Cep112	ENSMUSG00000020728	1	3: RPF,cORF,m6A	circAtlas:mmu-Cep112_0001,circBase:mmu_circ_0002745,CIRCpedia:MMU_CIRCpedia_2325,TSCD:chr11:108434125-108440596
Condition-independent	Mouse	mmu_circPrkar1a_001	mm10	chr11:109653778-109663107	+	714	NM_001362677	Prkar1a	ENSMUSG00000020612	1	3: RPF,cORF,m6A	circAtlas:mmu-Prkar1a_0003,CIRCpedia:MMU_CIRCpedia_2625
Condition-independent	Mouse	mmu_circSeptin9_001	mm10	chr11:117290397-117291036	+	639	NM_001113486	Septin9	ENSMUSG00000059248	2	3: RPF,cORF,m6A	circAtlas:mmu-Sept9_0003,circBase:mmu_circ_0002788,CIRCpedia:MMU_CIRCpedia_4231
Condition-independent	Mouse	mmu_circAfmid_001	mm10	chr11:117832344-117832576	+	154	NM_027827	Afmid	ENSMUSG00000017718	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Afmid_0001,CIRCpedia:MMU_CIRCpedia_4371
Condition-independent	Mouse	mmu_circDtnb_001	mm10	chr12:3617605-3648389	+	514	NM_001162465	Dtnb	ENSMUSG00000071454	1	3: RPF,cORF,m6A	circAtlas:mmu-Dtnb_0001,circBase:mmu_circ_0000349,CIRCpedia:MMU_CIRCpedia_18044
Condition-independent	Mouse	mmu_circPum2_001	mm10	chr12:8698090-8706041	+	178	NM_001310519	Pum2	ENSMUSG00000020594	1	3: RPF,cORF,MS	circAtlas:mmu-Pum2_0001,circBase:mmu_circ_0000356,CIRCpedia:MMU_CIRCpedia_32677
Condition-independent	Mouse	mmu_circSmc6_001	mm10	chr12:11271728-11276365	+	367	NM_001361252	Smc6	ENSMUSG00000020608	1	3: RPF,cORF,m6A	circAtlas:mmu-Smc6_0010,CIRCpedia:MMU_CIRCpedia_228302,TSCD:chr12:11271728-11276365
Condition-independent	Mouse	mmu_circMboat2_001	mm10	chr12:24878190-24882794	+	224	NM_026037	Mboat2	ENSMUSG00000020646	1	2: RPF,cORF	circAtlas:mmu-Mboat2_0001,circBase:mmu_circ_0000362,CIRCpedia:MMU_CIRCpedia_14283
Condition-independent	Mouse	mmu_circAgmo_001	mm10	chr12:37398689-37414989	+	654	NM_178767	Agmo	ENSMUSG00000050103	1	2: RPF,cORF	circAtlas:mmu-Agmo_0001,CIRCpedia:MMU_CIRCpedia_18543
Condition-independent	Mouse	mmu_circStrn3_001	mm10	chr12:51647993-51661713	-	703	NM_001364437	Strn3	ENSMUSG00000020954	2	3: RPF,cORF,m6A	circAtlas:mmu-Strn3_0022,circBase:mmu_circ_0000372,CIRCpedia:MMU_CIRCpedia_22140
Condition-independent	Mouse	mmu_circHectd1_001	mm10	chr12:51772273-51772705	-	344	NM_144788	Hectd1	ENSMUSG00000035247	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Hectd1_0001,circBase:mmu_circ_0000376,CIRCpedia:MMU_CIRCpedia_22192
Condition-independent	Mouse	mmu_circBaz1a_001	mm10	chr12:54899999-54900226	-	227	NM_013815	Baz1a	ENSMUSG00000035021	1	3: RPF,cORF,m6A	circAtlas:mmu-Baz1a_0051,CIRCpedia:MMU_CIRCpedia_223314
Condition-independent	Mouse	mmu_circBaz1a_002	mm10	chr12:54975103-54975382	-	279	NM_013815	Baz1a	ENSMUSG00000035021	1	2: RPF,cORF	circAtlas:mmu-Baz1a_0002,CIRCpedia:MMU_CIRCpedia_23007
Condition-independent	Mouse	mmu_circMipol1_001	mm10	chr12:57325523-57364234	+	443	NM_001164370	Mipol1	ENSMUSG00000047022	2	3: RPF,cORF,m6A	circAtlas:mmu-Mipol1_0002,circBase:mmu_circ_0004100,CIRCpedia:MMU_CIRCpedia_23809
Condition-independent	Mouse	mmu_circPsma3_001	mm10	chr12:70984671-70986935	+	239	NM_001310595	Psma3	ENSMUSG00000060073	1	2: RPF,cORF	circAtlas:mmu-Psma3_0007,CIRCpedia:MMU_CIRCpedia_27672
Condition-independent	Mouse	mmu_circMnat1_001	mm10	chr12:73167999-73219142	+	700	NM_008612	Mnat1	ENSMUSG00000021103	1	2: RPF,cORF	circAtlas:mmu-Mnat1_0003,circBase:mmu_circ_0004170,CIRCpedia:MMU_CIRCpedia_28313
Condition-independent	Mouse	mmu_circHif1a_001	mm10	chr12:73927985-73937800	+	802	NM_010431	Hif1a	ENSMUSG00000021109	1	3: RPF,cORF,m6A	circAtlas:mmu-Hif1a_0025,CIRCpedia:MMU_CIRCpedia_28570
Condition-independent	Mouse	mmu_circGphn_001	mm10	chr12:78412340-78504751	+	390	NM_145965	Gphn	ENSMUSG00000047454	1	2: RPF,cORF	circAtlas:mmu-Gphn_0008,CIRCpedia:MMU_CIRCpedia_29884
Condition-independent	Mouse	mmu_circGphn_002	mm10	chr12:78590533-78590671	+	138	NM_145965	Gphn	ENSMUSG00000047454	1	2: RPF,cORF	circAtlas:mmu-Gphn_0012
Condition-independent	Mouse	mmu_circDcaf5_001	mm10	chr12:80397652-80404698	-	451	NM_001364324	Dcaf5	ENSMUSG00000049106	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Dcaf5_0002,circBase:mmu_circ_0004225,CIRCpedia:MMU_CIRCpedia_30479
Condition-independent	Mouse	mmu_circSmoc1_001	mm10	chr12:81150651-81152753	+	138	NM_022316	Smoc1	ENSMUSG00000021136	2	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_30721
Condition-independent	Mouse	mmu_circCox16_001	mm10	chr12:81474586-81481002	-	135	NR_132135	Cox16	ENSMUSG00000091803	1	3: RPF,cORF,MS	circAtlas:mmu-Gm20498_0002,circBase:mmu_circ_0004232,CIRCpedia:MMU_CIRCpedia_30842
Condition-independent	Mouse	mmu_circSipa1l1_001	mm10	chr12:82340661-82342499	+	1838	NM_001167983	Sipa1l1	ENSMUSG00000042700	3	4: RPF,cORF,MS,m6A	circAtlas:mmu-Sipa1l1_0002,circBase:mmu_circ_0000400,CIRCpedia:MMU_CIRCpedia_31036
Condition-independent	Mouse	mmu_circRbm25_001	mm10	chr12:83660594-83672884	+	897	NM_001364416	Rbm25	ENSMUSG00000010608	1	3: RPF,cORF,m6A	circAtlas:mmu-Rbm25_0064
Condition-independent	Mouse	mmu_circYlpm1_001	mm10	chr12:85057221-85065101	+	264	NM_001347421	Ylpm1	ENSMUSG00000021244	1	3: RPF,cORF,m6A	circAtlas:mmu-Ylpm1_0006,CIRCpedia:MMU_CIRCpedia_31962
Condition-independent	Mouse	mmu_circDlst_001	mm10	chr12:85121986-85123871	+	328	NM_030225	Dlst	ENSMUSG00000004789	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Dlst_0001,circBase:mmu_circ_0004284,CIRCpedia:MMU_CIRCpedia_31985
Condition-independent	Mouse	mmu_circLgmn_001	mm10	chr12:102423584-102423755	-	171	NM_011175	Lgmn	ENSMUSG00000021190	1	3: RPF,cORF,m6A	circAtlas:mmu-Lgmn_0008,CIRCpedia:MMU_CIRCpedia_38856
Condition-independent	Mouse	mmu_circAk7_001	mm10	chr12:105763952-105768750	+	290	NM_030187	Ak7	ENSMUSG00000041323	1	2: RPF,cORF	circAtlas:mmu-Ak7_0020
Condition-independent	Mouse	mmu_circBcl11b_001	mm10	chr12:107965671-107989830	-	582	NM_001079883	Bcl11b	ENSMUSG00000048251	1	3: RPF,cORF,m6A	circAtlas:mmu-Bcl11b_0003,CIRCpedia:MMU_CIRCpedia_220110
Condition-independent	Mouse	mmu_circMark3_001	mm10	chr12:111615395-111618383	+	115	NM_022801	Mark3	ENSMUSG00000007411	2	3: RPF,cORF,MS	circAtlas:mmu-Mark3_0013,CIRCpedia:MMU_CIRCpedia_3215
Condition-independent	Mouse	mmu_circKlc1_001	mm10	chr12:111785271-111785502	+	118	NM_001361611	Klc1	ENSMUSG00000021288	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Klc1_0008,circBase:mmu_circ_0003779,CIRCpedia:MMU_CIRCpedia_3244
Condition-independent	Mouse	mmu_circAkr1c6_001	mm10	chr13:4436279-4438606	+	285	NM_030611	Akr1c6	ENSMUSG00000021210	2	2: RPF,cORF	circAtlas:mmu-Akr1c6_0005
Condition-independent	Mouse	mmu_circAkr1c6_002	mm10	chr13:4438489-4438606	+	117	NM_030611	Akr1c6	ENSMUSG00000021210	2	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_38757,TSCD:chr13:4438489-4438606
Condition-independent	Mouse	mmu_circAkr1c20_001	mm10	chr13:4507680-4514428	-	334	NM_001311132	Akr1c20	ENSMUSG00000054757	1	2: RPF,cORF	circAtlas:mmu-Akr1c20_0001,CIRCpedia:MMU_CIRCpedia_38760
Condition-independent	Mouse	mmu_circCdk13_001	mm10	chr13:17763103-17772957	-	1154	NM_001081058	Cdk13	ENSMUSG00000041297	1	2: RPF,cORF	circAtlas:mmu-Cdk13_0002,circBase:mmu_circ_0000434,CIRCpedia:MMU_CIRCpedia_12127
Condition-independent	Mouse	mmu_circVps41_001	mm10	chr13:18827603-18849023	+	1044	NM_172120	Vps41	ENSMUSG00000041236	1	3: RPF,cORF,m6A	circAtlas:mmu-Vps41_0050
Condition-independent	Mouse	mmu_circCdyl_001	mm10	chr13:35815908-35816575	+	667	NM_009881	Cdyl	ENSMUSG00000059288	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Cdyl_0005,circBase:mmu_circ_0000451,CIRCpedia:MMU_CIRCpedia_17892
Condition-independent	Mouse	mmu_circHivep1_001	mm10	chr13:42055399-42055542	+	143	NM_007772	Hivep1	ENSMUSG00000021366	1	2: RPF,cORF	circAtlas:mmu-Hivep1_0004,circBase:mmu_circ_0000455,CIRCpedia:MMU_CIRCpedia_19782,TSCD:chr13:42055399-42055542
Condition-independent	Mouse	mmu_circNup153_001	mm10	chr13:46689058-46717323	-	2518	NM_175749	Nup153	ENSMUSG00000021374	1	3: RPF,cORF,m6A	circAtlas:mmu-Nup153_0014
Condition-independent	Mouse	mmu_circIars_001	mm10	chr13:49704270-49705885	+	314	NM_172015	Iars	ENSMUSG00000037851	1	3: RPF,cORF,MS	circAtlas:mmu-Iars_0003,circBase:mmu_circ_0004637,CIRCpedia:MMU_CIRCpedia_21648
Condition-independent	Mouse	mmu_circAuh_001	mm10	chr13:52887240-52919266	-	393	NM_016709	Auh	ENSMUSG00000021460	1	2: RPF,cORF	circAtlas:mmu-Auh_0001,circBase:mmu_circ_0004646,CIRCpedia:MMU_CIRCpedia_22464
Condition-independent	Mouse	mmu_circMacroh2a1_001	mm10	chr13:56128276-56128481	-	205	NM_001159514	Macroh2a1	ENSMUSG00000015937	1	3: RPF,cORF,m6A	circAtlas:mmu-H2afy_0029,CIRCpedia:MMU_CIRCpedia_222433
Condition-independent	Mouse	mmu_circSpock1_001	mm10	chr13:57512691-57587733	-	357	NM_009262	Spock1	ENSMUSG00000056222	1	2: RPF,cORF	circAtlas:mmu-Spock1_0001,CIRCpedia:MMU_CIRCpedia_23847
Condition-independent	Mouse	mmu_circGm3604_001	mm10	chr13:62371562-62371936	-	188	NM_001162910	Gm3604	ENSMUSG00000094942	3	2: RPF,cORF	circAtlas:mmu-Gm3604_0001
Condition-independent	Mouse	mmu_circEll2_001	mm10	chr13:75746291-75750088	+	286	NM_138953	Ell2	ENSMUSG00000001542	1	3: RPF,cORF,m6A	circAtlas:mmu-Ell2_0004,CIRCpedia:MMU_CIRCpedia_38785
Condition-independent	Mouse	mmu_circEdil3_001	mm10	chr13:89042431-89042560	+	129	NM_010103	Edil3	ENSMUSG00000034488	1	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_33308
Condition-independent	Mouse	mmu_circSsbp2_001	mm10	chr13:91524584-91564694	+	220	NM_024272	Ssbp2	ENSMUSG00000003992	1	3: RPF,cORF,MS	circAtlas:mmu-Ssbp2_0001,circBase:mmu_circ_0000489,CIRCpedia:MMU_CIRCpedia_34107
Condition-independent	Mouse	mmu_circHmgcr_001	mm10	chr13:96663028-96666708	-	579	NM_001360166	Hmgcr	ENSMUSG00000021670	1	3: RPF,cORF,m6A	circAtlas:mmu-Hmgcr_0001,CIRCpedia:MMU_CIRCpedia_35432
Condition-independent	Mouse	mmu_circGfm2_001	mm10	chr13:97141926-97150413	+	540	NM_001271463	Gfm2	ENSMUSG00000021666	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Gfm2_0004,circBase:mmu_circ_0000492,CIRCpedia:MMU_CIRCpedia_35510
Condition-independent	Mouse	mmu_circCdk7_001	mm10	chr13:100719301-100720653	-	137	NM_009874	Cdk7	ENSMUSG00000069089	1	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_212296
Condition-independent	Mouse	mmu_circRab3c_001	mm10	chr13:110260478-110260706	-	228	NM_023852	Rab3c	ENSMUSG00000021700	1	3: RPF,cORF,MS	circAtlas:mmu-Rab3c_0002,CIRCpedia:MMU_CIRCpedia_2831
Condition-independent	Mouse	mmu_circNnt_001	mm10	chr13:119381675-119396976	-	1068	NM_001308506	Nnt	ENSMUSG00000025453	1	2: RPF,cORF	circAtlas:mmu-Nnt_0002,circBase:mmu_circ_0000499,CIRCpedia:MMU_CIRCpedia_4731
Condition-independent	Mouse	mmu_circAtxn7_001	mm10	chr14:14013072-14013655	+	366	NM_139227	Atxn7	ENSMUSG00000021738	1	3: RPF,cORF,m6A	circAtlas:mmu-Atxn7_0001,circBase:mmu_circ_0005064,CIRCpedia:MMU_CIRCpedia_8902
Condition-independent	Mouse	mmu_circNgly1_001	mm10	chr14:16254641-16290935	+	1285	NM_021504	Ngly1	ENSMUSG00000021785	1	3: RPF,cORF,m6A	circAtlas:mmu-Ngly1_0015,CIRCpedia:MMU_CIRCpedia_226845
Condition-independent	Mouse	mmu_circThrb_001	mm10	chr14:17963060-17963321	+	261	NM_001113417	Thrb	ENSMUSG00000021779	1	3: RPF,cORF,m6A	circAtlas:mmu-Thrb_0003,circBase:mmu_circ_0000504,CIRCpedia:MMU_CIRCpedia_12198
Condition-independent	Mouse	mmu_circAdk_001	mm10	chr14:21092366-21103873	+	129	NM_001243041	Adk	ENSMUSG00000039197	3	3: RPF,cORF,m6A	circAtlas:mmu-Adk_0002,CIRCpedia:MMU_CIRCpedia_39212
